Latitude,Longitude,state_id,state_name,county_name,population,density,Nearby Cities
34.15,-74.85,,,,0,0,No cities found
34.25,-74.85,,,,0,0,No cities found
34.35,-74.85,,,,0,0,No cities found
34.45,-74.85,,,,0,0,No cities found
34.55,-74.85,,,,0,0,No cities found
34.65,-74.85,,,,0,0,No cities found
34.75,-74.85,,,,0,0,No cities found
34.85,-74.85,,,,0,0,No cities found
34.95,-74.85,,,,0,0,No cities found
35.05,-74.85,,,,0,0,No cities found
35.15,-74.85,,,,0,0,No cities found
35.25,-74.85,,,,0,0,No cities found
35.35,-74.85,,,,0,0,No cities found
35.45,-74.85,,,,0,0,No cities found
35.55,-74.85,,,,0,0,No cities found
35.65,-74.85,,,,0,0,No cities found
35.75,-74.85,,,,0,0,No cities found
35.85,-74.85,,,,0,0,No cities found
35.95,-74.85,,,,0,0,No cities found
36.05,-74.85,,,,0,0,No cities found
36.15,-74.85,,,,0,0,No cities found
36.25,-74.85,,,,0,0,No cities found
36.35,-74.85,,,,0,0,No cities found
36.45,-74.85,,,,0,0,No cities found
36.55,-74.85,,,,0,0,No cities found
36.65,-74.85,,,,0,0,No cities found
36.75,-74.85,,,,0,0,No cities found
36.85,-74.85,,,,0,0,No cities found
36.95,-74.85,,,,0,0,No cities found
37.05,-74.85,,,,0,0,No cities found
37.15,-74.85,,,,0,0,No cities found
37.25,-74.85,,,,0,0,No cities found
37.35,-74.85,,,,0,0,No cities found
37.45,-74.85,,,,0,0,No cities found
37.55,-74.85,,,,0,0,No cities found
37.65,-74.85,,,,0,0,No cities found
37.75,-74.85,,,,0,0,No cities found
37.85,-74.85,,,,0,0,No cities found
37.95,-74.85,,,,0,0,No cities found
38.05,-74.85,,,,0,0,No cities found
38.15,-74.85,,,,0,0,No cities found
38.25,-74.85,,,,0,0,No cities found
38.35,-74.85,,,,0,0,No cities found
38.45,-74.85,,,,0,0,No cities found
38.55,-74.85,,,,0,0,No cities found
38.65,-74.85,,,,0,0,No cities found
38.75,-74.85,,,,0,0,No cities found
38.85,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May",22133,6266.9,"Wildwood, North Cape May, North Wildwood, Wildwood Crest, Cape May, Erma, West Cape May, West Wildwood, Diamond Beach, Cape May Point"
38.95,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May",44694,8574.8,"Villas, Cape May Court House, Wildwood, North Cape May, North Wildwood, Rio Grande, Wildwood Crest, Cape May, Whitesboro, Erma, West Cape May, Stone Harbor, West Wildwood, Burleigh, Diamond Beach, Cape May Point"
39.05,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May",51402,9401.5,"Villas, Cape May Court House, Wildwood, North Cape May, North Wildwood, Rio Grande, Wildwood Crest, Cape May, Whitesboro, Sea Isle City, Erma, Avalon, South Dennis, West Cape May, Stone Harbor, Dennisville, South Seaville, West Wildwood, Burleigh, Goshen, Diamond Beach, Cape May Point"
39.15,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cumberland, Cape May, Cumberland, Cape May, Cumberland, Cape May, Cumberland, Cape May",45807,6509.7,"Villas, Cape May Court House, North Wildwood, Rio Grande, Palermo, Seaville, Whitesboro, Woodbine, Sea Isle City, Erma, Avalon, South Dennis, Ocean View, Stone Harbor, Dennisville, South Seaville, Belleplain, West Wildwood, Delmont, Burleigh, Leesburg, Goshen, Heislerville, Marshallville, Dorchester, Strathmere"
39.25,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Atlantic, Cumberland, Cape May, Atlantic, Cape May, Cape May, Cape May, Atlantic, Cumberland, Cape May, Cumberland, Cumberland, Cumberland, Cape May, Cumberland, Cape May, Cumberland, Cumberland, Cape May, Cape May",24507,3156.5,"Palermo, Seaville, Woodbine, Marmora, Sea Isle City, Estell Manor, Port Norris, South Dennis, Dorothy, Ocean View, Dennisville, South Seaville, Corbin City, Mauricetown, Belleplain, Delmont, Leesburg, Port Elizabeth, Goshen, Heislerville, Marshallville, Cumberland-Hesstown, Dorchester, Tuckahoe, Strathmere"
39.35,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Atlantic, Cumberland, Cape May, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Cape May, Atlantic, Cumberland, Atlantic, Cape May, Cumberland, Cumberland, Atlantic, Cumberland, Cape May, Cumberland, Cumberland, Cape May",23290,2402,"Mays Landing, Laurel Lake, Woodbine, English Creek, Estell Manor, East Vineland, Dorothy, Milmay, Dennisville, Corbin City, Mauricetown, Richland, Belleplain, Delmont, Leesburg, Mizpah, Port Elizabeth, Marshallville, Cumberland-Hesstown, Dorchester, Tuckahoe"
39.45,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cumberland, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Cumberland",117016,3586.5,"Vineland, McKee City, Mays Landing, Buena, Collings Lakes, Folsom, Estell Manor, East Vineland, Dorothy, Milmay, Newtonville, Richland, Mizpah, Cumberland-Hesstown"
39.55,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cumberland, Atlantic, Atlantic, Atlantic, Atlantic, Gloucester, Atlantic, Atlantic, Gloucester, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic",124778,3711.4,"Vineland, Hammonton, Mays Landing, Buena, Collings Lakes, Newfield, Folsom, East Vineland, Victory Lakes, Dorothy, Milmay, Elwood, Newtonville, Richland, Nesco, Mizpah"
39.65,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Camden, Gloucester, Atlantic, Camden, Camden, Atlantic, Atlantic, Atlantic, Camden, Gloucester, Atlantic, Atlantic, Atlantic, Atlantic",104439,5465,"Sicklerville, Williamstown, Hammonton, Atco, Berlin, Buena, Collings Lakes, Folsom, Chesilhurst, Victory Lakes, Elwood, Newtonville, Richland, Nesco"
39.75,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Camden, Camden, Camden, Gloucester, Atlantic, Camden, Camden, Camden, Camden, Camden, Camden, Burlington, Camden, Camden, Atlantic, Camden, Atlantic, Camden, Gloucester, Camden",182576,20133.3,"Sicklerville, Lindenwold, Springdale, Williamstown, Hammonton, Echelon, Pine Hill, Atco, Berlin, Stratford, Clementon, Medford Lakes, West Berlin, Gibbsboro, Collings Lakes, Laurel Springs, Folsom, Chesilhurst, Victory Lakes, Hi-Nella"
39.85,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Camden, Camden, Camden, Burlington, Camden, Camden, Camden, Camden, Burlington, Camden, Camden, Camden, Camden, Camden, Camden, Burlington, Camden, Camden, Camden, Camden, Camden, Burlington, Burlington, Camden, Camden, Camden, Camden, Camden, Camden, Burlington, Camden",252989,36712.8,"Sicklerville, Lindenwold, Springdale, Moorestown-Lenola, Echelon, Cherry Hill Mall, Greentree, Pine Hill, Marlton, Ashland, Atco, Berlin, Barrington, Kingston Estates, Stratford, Ramblewood, Somerdale, Ellisburg, Clementon, Barclay, Magnolia, Medford Lakes, Leisuretowne, Lawnside, West Berlin, Gibbsboro, Laurel Springs, Chesilhurst, Hi-Nella, Vincentown, Tavistock"
39.95,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, PA, PA, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey","Camden, Burlington, Camden, Camden, Camden, Burlington, Bucks, Camden, Burlington, Camden, Burlington, Camden, Camden, Camden, Burlington, Camden, Burlington, Burlington, Burlington, Camden, Burlington, Camden, Bucks, Bucks, Burlington, Burlington, Burlington, Camden",160405,31957.8,"Springdale, Moorestown-Lenola, Echelon, Cherry Hill Mall, Greentree, Marlton, Croydon, Ashland, Palmyra, Kingston Estates, Ramblewood, Ellisburg, Golden Triangle, Barclay, Medford Lakes, Merchantville, Leisuretowne, Pemberton Heights, Riverton, West Berlin, Beverly, Gibbsboro, Eddington, Cornwells Heights, Vincentown, Jobstown, Juliustown, Tavistock"
40.05,-74.85,"PA, NJ, PA, PA, NJ, NJ, NJ, PA, PA, NJ, NJ, PA, PA, PA, PA, PA, PA, PA, PA, NJ, NJ, NJ, NJ","Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey","Bucks, Burlington, Bucks, Bucks, Burlington, Burlington, Burlington, Bucks, Bucks, Burlington, Burlington, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Burlington, Burlington, Burlington, Burlington",130218,27070.6,"Levittown, Moorestown-Lenola, Croydon, Fairless Hills, Palmyra, Ramblewood, Roebling, Trevose, Woodbourne, Riverton, Beverly, Penndel, Tullytown, Feasterville, Eddington, Langhorne, Langhorne Manor, Cornwells Heights, Hulmeville, Fieldsboro, Vincentown, Jobstown, Juliustown"
40.15,-74.85,"NJ, PA, NJ, PA, PA, NJ, PA, PA, NJ, PA, PA, NJ, NJ, PA, PA, NJ, PA, PA, PA, NJ, PA, PA, PA, PA, PA, PA, PA, PA, PA, NJ, NJ","New Jersey, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey","Mercer, Bucks, Mercer, Bucks, Bucks, Mercer, Bucks, Bucks, Mercer, Bucks, Bucks, Mercer, Burlington, Bucks, Bucks, Mercer, Bucks, Bucks, Bucks, Burlington, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Burlington, Mercer",538522,43969.6,"Trenton, Levittown, Mercerville, Croydon, Morrisville, White Horse, Fairless Hills, Richboro, Yardville, Churchville, Newtown Grant, The College of New Jersey, Roebling, Trevose, Woodbourne, Groveville, Village Shires, Woodside, Yardley, Beverly, Penndel, Tullytown, Newtown, Feasterville, Eddington, Langhorne, Langhorne Manor, Cornwells Heights, Hulmeville, Fieldsboro, Washington Crossing"
40.25,-74.85,"NJ, PA, NJ, NJ, PA, NJ, PA, PA, NJ, PA, PA, NJ, NJ, NJ, PA, NJ, PA, PA, NJ, PA, PA, PA, PA, PA, PA, PA, NJ, PA, PA, PA, NJ, NJ, NJ","New Jersey, Pennsylvania, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey","Mercer, Bucks, Mercer, Mercer, Bucks, Mercer, Bucks, Bucks, Mercer, Bucks, Bucks, Mercer, Burlington, Hunterdon, Bucks, Mercer, Bucks, Bucks, Mercer, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Bucks, Mercer, Bucks, Bucks, Bucks, Burlington, Mercer, Mercer",547623,45221.6,"Trenton, Levittown, Mercerville, Hamilton Square, Morrisville, White Horse, Fairless Hills, Richboro, Yardville, Churchville, Newtown Grant, The College of New Jersey, Roebling, Lambertville, Trevose, Lawrenceville, Woodbourne, Village Shires, Pennington, Woodside, New Hope, Yardley, Penndel, Tullytown, Newtown, Feasterville, Hopewell, Langhorne, Langhorne Manor, Hulmeville, Fieldsboro, Titusville, Washington Crossing"
40.35,-74.85,"NJ, NJ, PA, PA, NJ, NJ, NJ, NJ, PA, NJ, PA, PA, PA, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Mercer, Mercer, Bucks, Bucks, Hunterdon, Mercer, Hunterdon, Mercer, Bucks, Mercer, Bucks, Bucks, Bucks, Bucks, Mercer, Hunterdon, Mercer, Hunterdon, Mercer, Somerset, Somerset",446089,26076.2,"Trenton, Princeton, Morrisville, Newtown Grant, Flemington, The College of New Jersey, Lambertville, Lawrenceville, Woodbourne, Pennington, Woodside, New Hope, Yardley, Newtown, Hopewell, Ringoes, Titusville, Stockton, Washington Crossing, Skillman, Blawenburg"
40.45,-74.85,"NJ, NJ, NJ, NJ, NJ, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Somerset, Somerset, Hunterdon, Hunterdon, Mercer, Bucks, Mercer, Somerset, Hunterdon, Mercer, Hunterdon, Somerset, Hunterdon, Mercer, Somerset, Somerset, Somerset",32929,9299,"Belle Mead, Neshanic Station, Flemington, Lambertville, Pennington, New Hope, Hopewell, Flagtown, Ringoes, Titusville, Three Bridges, Neshanic, Stockton, Washington Crossing, Harlingen, Skillman, Blawenburg"
40.55,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Somerset, Somerset, Somerset, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Hunterdon, Somerset, Hunterdon, Hunterdon, Somerset, Hunterdon, Somerset",60856,7474.1,"Hillsborough, Bradley Gardens, Neshanic Station, Flemington, White House Station, High Bridge, Annandale, Frenchtown, Flagtown, Ringoes, Three Bridges, Neshanic, Oldwick, Lamington"
40.65,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Warren, Somerset, Hunterdon, Hunterdon, Hunterdon, Morris, Hunterdon, Hunterdon, Somerset, Hunterdon, Warren, Hunterdon, Hunterdon, Hunterdon, Warren, Somerset, Warren, Warren",35199,7429.5,"Washington, Neshanic Station, Flemington, White House Station, High Bridge, Long Valley, Annandale, Glen Gardner, Bedminster, Califon, Anderson, Three Bridges, Pottersville, Oldwick, Port Colden, Lamington, Asbury, Port Murray"
40.75,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Warren, Morris, Morris, Warren, Warren, Warren, Hunterdon, Hunterdon, Morris, Hunterdon, Hunterdon, Warren, Hunterdon, Warren, Warren, Warren, Hunterdon, Hunterdon, Warren, Warren, Somerset, Warren, Warren, Warren, Warren",65153,9232.5,"Hackettstown, Budd Lake, Flanders, Washington, Beattystown, Panther Valley, White House Station, High Bridge, Long Valley, Annandale, Glen Gardner, Brass Castle, Califon, Vienna, Anderson, Mountain Lake, Pottersville, Oldwick, Great Meadows, Port Colden, Lamington, Asbury, Buttzville, Broadway, Port Murray"
40.85,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Warren, Morris, Morris, Morris, Warren, Morris, Warren, Morris, Warren, Sussex, Morris, Morris, Sussex, Warren, Morris, Hunterdon, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren, Warren",83978,12641.9,"Hackettstown, Budd Lake, Succasunna, Flanders, Washington, Ledgewood, Beattystown, Landing, Panther Valley, Stanhope, Netcong, Long Valley, Byram Center, Brass Castle, Port Morris, Califon, Vienna, Anderson, Mountain Lake, Johnsonburg, Great Meadows, Bridgeville, Mount Hermon, Port Colden, Marksboro, Buttzville, Port Murray"
40.95,-74.85,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Sussex, Warren, Morris, Sussex, Morris, Sussex, Morris, Warren, Morris, Warren, Sussex, Morris, Sussex, Morris, Warren, Warren, Warren, Warren, Warren, Warren, Warren",93939,11414.1,"Hopatcong, Hackettstown, Budd Lake, Lake Mohawk, Flanders, Newton, Ledgewood, Beattystown, Landing, Panther Valley, Stanhope, Netcong, Byram Center, Port Morris, Vienna, Mountain Lake, Johnsonburg, Great Meadows, Hainesburg, Mount Hermon, Marksboro"
41.05,-74.85,"NJ, NJ, NJ, PA, NJ, PA, NJ, PA, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey","Sussex, Sussex, Warren, Pike, Sussex, Pike, Sussex, Pike, Sussex, Warren, Warren, Sussex",32340,4224.5,"Lake Mohawk, Newton, Panther Valley, Pine Ridge, Byram Center, Pocono Ranch Lands, Crandon Lakes, Pocono Mountain Lake Estates, Branchville, Johnsonburg, Marksboro, Ross Corner"
41.15,-74.85,"NJ, PA, PA, PA, PA, NJ, NJ, PA, NJ, NJ","New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey","Sussex, Pike, Pike, Pike, Pike, Sussex, Sussex, Pike, Sussex, Sussex",22040,3437.5,"Newton, Saw Creek, Pine Ridge, Birchwood Lakes, Pocono Ranch Lands, Crandon Lakes, Layton, Pocono Mountain Lake Estates, Branchville, Ross Corner"
41.25,-74.85,"PA, PA, PA, PA, PA, PA, PA, PA, NJ, NJ, PA, NJ","Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, Pennsylvania, New Jersey","Pike, Pike, Pike, Pike, Pike, Pike, Pike, Pike, Sussex, Sussex, Pike, Sussex",19805,4280.3,"Pocono Woodland Lakes, Pine Ridge, Gold Key Lake, Conashaugh Lakes, Birchwood Lakes, Milford, Pocono Ranch Lands, Sunrise Lake, Crandon Lakes, Layton, Pocono Mountain Lake Estates, Branchville"
41.35,-74.85,"NY, PA, PA, PA, PA, PA, PA, PA, NY, PA, NJ, NY","New York, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New York, Pennsylvania, New Jersey, New York","Orange, Pike, Pike, Pike, Pike, Pike, Pike, Pike, Orange, Pike, Sussex, Sullivan",29124,6037.2,"Port Jervis, Hemlock Farms, Pocono Woodland Lakes, Gold Key Lake, Matamoras, Conashaugh Lakes, Birchwood Lakes, Milford, Sparrow Bush, Sunrise Lake, Layton, Barryville"
41.45,-74.85,"NY, PA, PA, PA, PA, NY, PA, NY, NY","New York, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New York, Pennsylvania, New York, New York","Orange, Pike, Pike, Pike, Pike, Orange, Pike, Sullivan, Sullivan",21003,4912.9,"Port Jervis, Pocono Woodland Lakes, Gold Key Lake, Matamoras, Milford, Sparrow Bush, Masthope, Barryville, Eldred"
41.55,-74.85,"NY, PA, NY, PA, NY, NY, NY, NY, NY","New York, Pennsylvania, New York, Pennsylvania, New York, New York, New York, New York, New York","Sullivan, Pike, Sullivan, Pike, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",10495,1405.7,"Monticello, Fawn Lake Forest, Smallwood, Masthope, Kauneonga Lake, Barryville, Mongaup Valley, Eldred, White Lake"
41.65,-74.85,"NY, NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",10192,1757.8,"Monticello, Smallwood, Kauneonga Lake, Jeffersonville, Kiamesha Lake, Lake Huntington, Swan Lake, Mongaup Valley, Eldred, White Lake"
41.75,-74.85,"NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",14150,2801.9,"Monticello, Loch Sheldrake, Hurleyville, Livingston Manor, Smallwood, Kauneonga Lake, Jeffersonville, Kiamesha Lake, Hortonville, Lake Huntington, Swan Lake, Mongaup Valley, White Lake"
41.85,-74.85,"NY, NY, NY, NY, NY","New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",2270,888.4,"Livingston Manor, Roscoe, Jeffersonville, Hortonville, Swan Lake"
41.95,-74.85,"NY, NY","New York, New York","Sullivan, Sullivan",1305,277.8,"Livingston Manor, Roscoe"
42.05,-74.85,"NY, NY, NY","New York, New York, New York","Sullivan, Sullivan, Delaware",1620,305.5,"Livingston Manor, Roscoe, Downsville"
42.15,-74.85,"NY, NY","New York, New York","Delaware, Delaware",971,391.9,"Margaretville, Downsville"
42.25,-74.85,NY,New York,Delaware,290,85,Bloomville
